title,phone,address
The Vanguard,(414) 539-3593,"2659 S Kinnickinnic AveMilwaukee, WI 53207"
Milwaukee Night Pub,(414) 988-4130,"3830 W National AveMilwaukee, WI 53215"
Winner's Circle,(414) 643-8600,"3800 W Burnham StMilwaukee, WI 53215"
Ice House,(414) 672-0320,"4238 W Orchard StMilwaukee, WI 53215"
Dana's Fieldhouse,(414) 258-9979,"5004 W Vliet StMilwaukee, WI 53208"
Sams Tap,(414) 378-5634,"3118 S Chase AveMilwaukee, WI 53207"
Dugout 54,(414) 259-1200,"5328 W Blue Mound RdMilwaukee, WI 53208"
Swigs Pub & Grill,(414) 431-1229,"3143 S Clement AveMilwaukee, WI 53207"
Camp Bar,(414) 962-5182,"4044 N Oakland AveMilwaukee, WI 53211"
Fourth Base,(414) 647-2368,"5117 W National AveMilwaukee, WI 53214"
Cj Sports Bar,(414) 294-0802,"3279 S 9th StMilwaukee, WI 53215"
Two Bucks Saloon,(414) 810-1912,"5430 W Burnham StMilwaukee, WI 53219"
Double Barrel Saloon,(414) 727-1167,"1100 S 60th StMilwaukee, WI 53214"
Uncle Fester's,(414) 323-4465,"5732 W Mitchell StMilwaukee, WI 53214"
Rockstars Saloon,(414) 327-1990,"5826 W Burnham StMilwaukee, WI 53219"
The Buzzard's Nest,(414) 546-1040,"6000 W Mitchell StMilwaukee, WI 53214"
Fairview Tap,(414) 771-2811,"6712 W Fairview AveMilwaukee, WI 53213"
Werd Bar,(414) 292-9188,"111 W Howard AveMilwaukee, WI 53207"
Wauwatiki Bar & Grill,(414) 323-7555,"6502 W North AveMilwaukee, WI 53213"
Craig's Pub & Eatery,(414) 455-8700,"7100 W National AveMilwaukee, WI 53214"
Liquid Johnny's,(414) 476-8668,"540 S 76th StMilwaukee, WI 53214"
Ka-Bobs Bistro,(414) 588-8020,"6807 W Becher StMilwaukee, WI 53219"
Lucky Joe's,(414) 269-9981,"1427 Underwood AveMilwaukee, WI 53213"
Timber's Catering Service,(414) 257-9150,"7420 W Greenfield AveMilwaukee, WI 53214"
Neighbor's Inn,(414) 545-8738,"6922 W Becher StMilwaukee, WI 53219"
Happy Tap,(414) 541-3550,"6801 W Beloit RdMilwaukee, WI 53219"
Restaurant Equipment Parts & Service,(262) 781-8399,"6843 W Beloit RdMilwaukee, WI 53219"
Barneks,(414) 727-9480,"7411 W Becher StMilwaukee, WI 53219"
Tomken's Bar & Grill,(414) 258-9110,"8001 W Greenfield AveMilwaukee, WI 53214"
Friends On Forest Home,(414) 545-1035,"5614 W Forest Home AveMilwaukee, WI 53220"
Tom Amman,(414) 837-3851,"8824 W Becher StMilwaukee, WI 53227"
Miller Brewhouse,(414) 747-5300,"CesMilwaukee, WI 53207"
The Edge Sports Bar,(414) 282-8500,"5175 S 27th StMilwaukee, WI 53221"
Heart Breakers,(414) 545-1550,"9442 W National AveMilwaukee, WI 53227"
The Stage,(414) 393-1009,"7200 W Fond Du Lac AveMilwaukee, WI 53218"
Arabian Nights Hookah Lounge,(414) 321-5640,"3943 S 76th StMilwaukee, WI 53220"
Kip's Inn,(414) 258-8650,"837 S 108th StMilwaukee, WI 53214"
Lynch's,(414) 321-7370,"2300 S 108th StMilwaukee, WI 53227"
Footbowl,(414) 988-9316,"2969 N 114th StMilwaukee, WI 53222"
Grabber Partners,(414) 367-2861,"8222 W Forest Home AveMilwaukee, WI 53220"
Bar 107,(414) 355-5998,"8775 N 107th StMilwaukee, WI 53224"
Bar Louie,(414) 847-1492,"1114 N Water StMilwaukee, WI 53202"
Chancery Pub & Restaurant,(414) 453-2300,"7613 W State StMilwaukee, WI 53213"
The Bartolotta Restaurants,(414) 258-7885,"520 W Mckinley AveMilwaukee, WI 53212"
Hinterland Erie Street Gastropub,(414) 727-9300,"222 E Erie St Stop 100Milwaukee, WI 53202"
Screaming Tuna Sushi & Asian Bistro,(414) 763-0527,"106 W Seeboth StMilwaukee, WI 53204"
Stubby's Gastrogrub & Beer Bar,(414) 763-6324,"2060 N Humboldt BlvdMilwaukee, WI 53212"
Glory Daaze II,(414) 444-5101,"4200 W Burleigh StMilwaukee, WI 53210"
Bar McGuires,(414) 774-0445,"6235 W National AveMilwaukee, WI 53214"
Dale's of Milwaukee,(414) 463-6920,"6132 W Capitol DrMilwaukee, WI 53216"
Studz Pub Sports Bar & Grill,(414) 607-8839,"6833 W National AveMilwaukee, WI 53214"
Boz's Sports Bar & Grill,(414) 443-9337,"1325 S 70th StMilwaukee, WI 53214"
Miller Time Pub & Grill,(414) 271-2337,"509 W Wisconsin AveMilwaukee, WI 53203"
Von Trier,(414) 272-1775,"2235 N Farwell AveMilwaukee, WI 53202"
Magoo's Sports & Spirits,(414) 329-1477,"8911 W National AveMilwaukee, WI 53227"
The Bottle,(414) 389-5337,"1753 S Kinnickinnic AveMilwaukee, WI 53204"
Colonel Hart's,(414) 476-3070,"7342 W State StMilwaukee, WI 53213"
Boston Bar & Grill,(414) 464-6111,"3535 W Villard AveMilwaukee, WI 53209"
Diamonds Pub & Grille,(414) 461-4150,"7607 W Hampton AveMilwaukee, WI 53218"
McGillycuddy's Bar & Grill,(414) 278-8888,"1135 N Water StMilwaukee, WI 53202"
Kelly's Bleachers,(414) 258-9837,"5218 W Blue Mound RdMilwaukee, WI 53208"
Avenue Bar & Grill,(414) 271-7327,"611 W Wisconsin AveMilwaukee, WI 53203"
Bad Genie Rock Lounge,(414) 810-1670,"789 N Jefferson StMilwaukee, WI 53202"
Swingin' Door Exchange,(414) 276-8150,"219 E Michigan StMilwaukee, WI 53202"
Bistro 333,(414) 270-6130,"333 W Kilbourn AveMilwaukee, WI 53203"
Brothers Bar & Grill,(414) 224-1690,"1213 N Water StMilwaukee, WI 53202"
Bourbon & Tunns Tavern,(262) 298-3000,"221 N BroadwayMilwaukee, WI 53202"
Tanner Paull Banquets,(414) 476-5701,"6922 W Orchard StMilwaukee, WI 53214"
Bar None,(414) 226-6969,"1139 N Water StMilwaukee, WI 53202"
Fred's Frozen Custard & Grill,(414) 771-6270,"4726 W Vliet StMilwaukee, WI 53208"
Beer Belly's,(414) 481-5520,"512 W Layton AveMilwaukee, WI 53207"
Hooligan's Super Bar,(414) 273-5230,"2017 E North AveMilwaukee, WI 53202"
Milwaukee Ale House,(414) 276-2337,"233 N Water StMilwaukee, WI 53202"
Water Street Brewery,(414) 272-1195,"1101 N Water StMilwaukee, WI 53202"
Water Buffalo,(414) 431-1133,"249 N Water StMilwaukee, WI 53202"
The Tracks,(414) 562-2020,"1020 E Locust StMilwaukee, WI 53212"
Cajun Bourbon Chicken,(414) 257-3904,"2500 N Mayfair RdMilwaukee, WI 53226"
Club Paragon,(414) 541-9270,"3578 S 108th StMilwaukee, WI 53228"
Red Rock Saloon,(414) 431-0467,"1225 N Water StMilwaukee, WI 53202"
Simma's Bakery,(414) 257-0998,"817 N 68th StMilwaukee, WI 53213"
Shiraz Pershain Grill,(414) 967-1000,"2921 N Oakland AveMilwaukee, WI 53211"
Tangerine Lucit,(414) 431-5557,"729 N Milwaukee StMilwaukee, WI 53202"
Baba Ghanouj,(414) 273-1888,"1888 N Humboldt AveMilwaukee, WI 53202"
Rock Bottom,(414) 276-3030,"740 N Plankinton Ave Fl 1Milwaukee, WI 53203"
Wisconsin Cheese Mart,(414) 272-3544,"215 W Highland AveMilwaukee, WI 53203"
Comedysportz,(414) 272-8888,"420 S 1st StMilwaukee, WI 53204"
Hideaway,(414) 353-8960,"9000 W Kaul AveMilwaukee, WI 53225"
O'Brady's Bar & Grill,(414) 277-7004,"1634 N Water StMilwaukee, WI 53202"
Wolf Peach,(414) 374-8480,"1818 N Hubbard StMilwaukee, WI 53212"
Jo-Cat's Pub,(414) 765-9955,"1311 E Brady StMilwaukee, WI 53202"
Scaffidi's Hideout,(414) 273-1665,"1837 N Humboldt AveMilwaukee, WI 53202"
Baby Boomers,(414) 483-2752,"182 E Lincoln AveMilwaukee, WI 53207"
2 Sweet,(414) 963-0202,"2128 E Locust StMilwaukee, WI 53211"
Fiddler's Green Inc,(414) 327-2722,"6108 W Burnham StMilwaukee, WI 53219"
Flappers,(414) 431-4381,"7527 W Becher StMilwaukee, WI 53219"
Bishop's Sweets,(414) 763-2436,"8005 W Lincoln AveMilwaukee, WI 53219"
Klemmer's Banquet Center,(414) 541-0401,"10401 W Oklahoma AveMilwaukee, WI 53227"
Vitucci's Lounge,(414) 273-6477,"1832 E North AveMilwaukee, WI 53202"
Scordato Bakery Inc,(414) 327-8555,"5011 W Howard AveMilwaukee, WI 53220"
Sugar Maple,(414) 481-2393,"441 E Lincoln AveMilwaukee, WI 53207"
Grebe's Bakery,(414) 543-7001,"5132 W Lincoln AveMilwaukee, WI 53219"
SafeHouse,(414) 271-2007,"779 N Front StMilwaukee, WI 53202"
Stone Creek Coffee,(414) 332-2285,"601 E Silver Spring DrMilwaukee, WI 53217"
Horny Goat Brewing Co,(414) 383-6900,"1120 S Barclay StMilwaukee, WI 53204"
Soup Market,(414) 727-8462,"2211 S Kinnickinnic AveMilwaukee, WI 53207"
Mae Velma's Corned Beef,(414) 988-2448,"4115 N 76th StMilwaukee, WI 53222"
Silver Spring House,(414) 352-3920,"6655 N Green Bay AveMilwaukee, WI 53209"
The Thirsty Fox,(414) 228-1910,"7586 N Teutonia AveMilwaukee, WI 53209"
T S Everglade,(414) 447-7114,"3910 W Fond Du Lac AveMilwaukee, WI 53216"
Catfish Lounge,(414) 445-3505,"3646 N Teutonia AveMilwaukee, WI 53206"
Classy Girl Cupcakes,(414) 270-1877,"825 N Jefferson StMilwaukee, WI 53202"
Frank's Power Plant,(414) 763-1177,"2800 S Kinnickinnic AveMilwaukee, WI 53207"
Tap City,(414) 475-6207,"7207 W National AveMilwaukee, WI 53214"
Halliday's Lounge,(414) 278-9290,"1729 N Farwell AveMilwaukee, WI 53202"
Garfields 502,(414) 374-4502,"502 W Garfield AveMilwaukee, WI 53212"
Shari's Still,(414) 384-5088,"1834 S 23rd StMilwaukee, WI 53204"
Todo Postres,(414) 988-2149,"1567 W Oklahoma AveMilwaukee, WI 53215"
Backdraft,(414) 727-1599,"3631 S Clement AveMilwaukee, WI 53207"
Seebach Brothers Catering Service,(414) 462-6200,"8718 W Lisbon AveMilwaukee, WI 53222"
Diamonds Beer & Liquor,(414) 393-0452,"6201 N Teutonia AveMilwaukee, WI 53209"
Scott E's Pub,(414) 545-7889,"3800 S 108th StMilwaukee, WI 53228"
Saint Kate - The Arts Hotel,(414) 276-8686,"139 E Kilbourn AveMilwaukee, WI 53202"
The Iron Horse Hotel,(414) 374-4766,"500 W Florida StMilwaukee, WI 53204"
Radisson Hotel Milwaukee West,(414) 455-4573,"2303 N Mayfair RdMilwaukee, WI 53226"
Jamba Juice,(414) 777-0232,"2500 N Mayfair RdMilwaukee, WI 53226"
East Town Kitchen and Bar,(414) 847-3162,"323 E Wisconsin AveMilwaukee, WI 53202"
Lucid Light Lounge,(414) 431-5557,"729 N Milwaukee StMilwaukee, WI 53202"
Newsroom Pub,(414) 249-4090,"137 E Wells StMilwaukee, WI 53202"
Stone Creek Coffee,(414) 298-9965,"275 W Wisconsin AveMilwaukee, WI 53203"
The Outsider,(414) 291-3980,"310 E Chicago StMilwaukee, WI 53202"
Upper 90 Sports Pub,(414) 988-9372,"322 W State StMilwaukee, WI 53203"
From Milwaukee with Love,(414) 745-7615,"Milwaukee 53201Milwaukee, WI 53201"
Duke's On Water,(414) 221-0621,"152 E Juneau AveMilwaukee, WI 53202"
Stone Creek Coffee,(414) 270-1008,"422 N 5th StMilwaukee, WI 53203"
County Clare An Irish Inn & Pub,(414) 272-5273,"1234 N Astor StMilwaukee, WI 53202"
Knickerbocker on the Lake,(414) 276-8500,"1028 E Juneau AveMilwaukee, WI 53202"
Fat Tuesday Milwaukee,(414) 249-5405,"333 W Juneau AveMilwaukee, WI 53203"
Jamba,(414) 800-7991,"544 E Ogden Ave Ste 300AMilwaukee, WI 53202"
Broken Bat Brewery,(414) 897-0204,"135 E Pittsburgh AveMilwaukee, WI 53204"
MobCraft Beer,(414) 488-2019,"505 S 5th StMilwaukee, WI 53204"
Red Lion Pub,(414) 431-9009,"1850 N Water StMilwaukee, WI 53202"
Fein Brothers,(414) 562-0220,"2007 N Dr Martin Luther King Jr DrMilwaukee, WI 53212"
Jamba,(414) 988-4111,"1614 W Wisconsin AveMilwaukee, WI 53233"
Acme Plus Bakery Shop,(414) 254-5608,"2025 W State StMilwaukee, WI 53233"
Insomnia Cookies,(407) 512-9237,"1804 E North AveMilwaukee, WI 53202"
Champion's Pub,(414) 332-2440,"2417 N Bartlett AveMilwaukee, WI 53211"
Gold Rush Chicken,(414) 933-1717,"2625 W North AveMilwaukee, WI 53205"
Stone Creek Coffee,(414) 964-1608,"4106 N Oakland AveMilwaukee, WI 53211"
Dale Z.'s On Tour,(414) 483-2030,"3585 S Howell AveMilwaukee, WI 53207"
Hawthorne Coffee Roasters,(414) 939-6403,"4177 S Howell AveMilwaukee, WI 53207"
Café Bavaria,(414) 271-7700,"7700 Harwood AveMilwaukee, WI 53213"
Freese's Candy Shoppe & Heavenly Roasted Nuts,(414) 453-5353,"7312 W Greenfield AveMilwaukee, WI 53214"
Stone Creek Coffee,(414) 204-8390,"7954 Harwood AveMilwaukee, WI 53213"
Stone Creek Coffee,(414) 443-1302,"8340 W Bluemound RdMilwaukee, WI 53213"
Happy Dog's R Us,(414) 388-4627,"4442 N 72nd StMilwaukee, WI 53218"
Get Them While They're Hot Tamales,(414) 882-9408,"8400 W Howard AveMilwaukee, WI 53228"
Center Fields Sports Bar and Grill,(414) 446-5800,"7065 N Port Washington RdMilwaukee, WI 53217"
Breadsmith,(414) 282-9320,"4720 S 76th StMilwaukee, WI 53220"
Clarion Hotel Milwaukee Airport,(414) 764-1500,"6331 S 13th StMilwaukee, WI 53221"
The Rouge,(414) 390-3830,"424 E Wisconsin AveMilwaukee, WI 53202"
600 East Cafe,(844) 600-3278,"600 E Wisconsin AveMilwaukee, WI 53202"
The Coffee Bean,(414) 276-2233,"624 N Water StMilwaukee, WI 53202"
Underground Lounge,(414) 882-7712,"770 N Jefferson StMilwaukee, WI 53202"
Peking House,(414) 763-9378,"780 N Jefferson StMilwaukee, WI 53202"
Plum Lounge,(414) 210-3236,"780 N Jefferson StMilwaukee, WI 53202"
Belmont Tavern,(414) 988-6161,"784 N Jefferson StMilwaukee, WI 53202"
Grassroots Salad Company,(414) 249-4464,"607 N Water StMilwaukee, WI 53202"
This Is It,(414) 278-9192,"418 E Wells StMilwaukee, WI 53202"
The Brownstone (Milwaukee),(414) 409-6080,"524 N Water StMilwaukee, WI 53202"
Colour Palate,(414) 395-3164,"789 N Water StMilwaukee, WI 53202"
Marco Pollo,(713) 806-3113,"777 E Wisconsin AveMilwaukee, WI 53202"
Global Restaurant Systems,(414) 221-9844,"152 W Wisconsin AveMilwaukee, WI 53203"
Sababa,(414) 224-9505,"391 E Saint Paul AveMilwaukee, WI 53202"
Thainamite,(414) 277-8555,"400 N Water StMilwaukee, WI 53202"
C Adams Bakery,(414) 271-1871,"400 N Water StMilwaukee, WI 53202"
Giggly Champagne & Wine Bar,(414) 276-8686,"139 E Kilbourn Ave 2nd FlMilwaukee, WI 53202"
Colectivo Coffee,(414) 220-8330,"223 E Saint Paul AveMilwaukee, WI 53202"
The Soup Market,(414) 727-0700,"111 E Kilbourn Ave Ste 130Milwaukee, WI 53202"
Midwest Espresso,(877) 585-1085,"111 E Kilbourn AveMilwaukee, WI 53202"
Gouda's Italian Deli,(414) 221-6565,"218 N Water StMilwaukee, WI 53202"
Ten Eleven Restaurant,(414) 272-1011,"916 E State StMilwaukee, WI 53202"
4th Street Management,(414) 271-9560,"1122 N Edison StMilwaukee, WI 53202"
Durbar Restaurant & Lounge,(414) 272-1011,"1011 N Astor StMilwaukee, WI 53202"
Wisconsin Cheese Mart,(414) 272-3544,"1048 N Dr Martin Luther King Jr DrMilwaukee, WI 53203"
Knight's Bar at Maders,(414) 271-3377,"1041 N Dr Martin Luther King Jr DrMilwaukee, WI 53203"
Art's Performing Center,(414) 271-8288,"144 E Juneau AveMilwaukee, WI 53202"
DW Pub,(414) 409-1740,"320 W Highland AveMilwaukee, WI 53203"
Insomnia Cookies,(414) 455-0921,"1133 N Dr Martin Luther King Jr DrMilwaukee, WI 53203"
Monica's Habel,(414) 765-9402,"1228 N Astor StMilwaukee, WI 53202"
Just Art 3 Saloon,(414) 347-1171,"181 S 2nd StMilwaukee, WI 53204"
Motor Restaurant & Bar,(414) 287-2778,"400 W Canal StMilwaukee, WI 53203"
Urban Beets Cafe & Juicery,(414) 800-6265,"1401 N Dr Martin Luther King Jr DrMilwaukee, WI 53212"
Louise's Catering & Events,(414) 271-9506,"1422 N Vel R Phillips AveMilwaukee, WI 53212"
Street Chefs Brady,(414) 837-4194,"707 E Brady StMilwaukee, WI 53202"
Anodyne Coffee,(414) 763-1143,"224 W Bruce StMilwaukee, WI 53204"
Pabst Milwaukee Brewery,(414) 908-0025,"1037 W Juneau AveMilwaukee, WI 53233"
The Roman Coin,(414) 278-9334,"1004 E Brady StMilwaukee, WI 53202"
V-Bar,(414) 649-8227,"703 S 2nd StMilwaukee, WI 53204"
Eagle Park Brewing & Distilling Company,(414) 585-0123,"823 E Hamilton StMilwaukee, WI 53202"
Ashley's Q,(414) 276-7666,"124 W National AveMilwaukee, WI 53204"
Juiced! Cold-Pressed Juicery,(262) 207-0095,"640 S 5th St Unit 2Milwaukee, WI 53204"
Hot Water Wherehouse,(414) 383-7953,"818 S Water StMilwaukee, WI 53204"
Anytime Arepa,(414) 882-5522,"636 S 6th StMilwaukee, WI 53204"
Lola's,(414) 643-0145,"818 S 2nd StMilwaukee, WI 53204"
Fluid,(414) 643-5843,"819 S 2nd StMilwaukee, WI 53204"
Chivas,(414) 277-8371,"644 S 9th StMilwaukee, WI 53204"
Juiced,(262) 955-4295,"1749 N Farwell AveMilwaukee, WI 53202"
Road Runners II Bar,(414) 344-4902,"1218 W Cherry StMilwaukee, WI 53205"
Bar 360,(800) 729-7244,"1721 W Canal StMilwaukee, WI 53233"
Potawatomi Bingo Casino,(414) 847-7626,"1721 W Canal StMilwaukee, WI 53233"
Sodexho Campus Service Marquette,(414) 288-3287,"1926 W Wisconsin AveMilwaukee, WI 53233"
Mendy Restaurant,(414) 935-1111,"2040 W Wisconsin AveMilwaukee, WI 53233"
Fushinami,(414) 270-1918,"2116 N Farwell AveMilwaukee, WI 53202"
Asian Fusion,(414) 273-6688,"1609 E North AveMilwaukee, WI 53202"
Johanna's Cakes & Desserts Cafe,(414) 210-2702,"1239 S 11th StMilwaukee, WI 53204"
"Arkush, Nate",(414) 231-3879,"2310 N Oakland AveMilwaukee, WI 53211"
Izzy Hops,(414) 249-4489,"2311 N Murray AveMilwaukee, WI 53211"
Club 99,(414) 562-0100,"2579 N Pierce StMilwaukee, WI 53212"
Falcon Bowl,(414) 264-0680,"801 E Clarke StMilwaukee, WI 53212"
La Mexicana,(414) 672-2300,"101 E Mitchell StMilwaukee, WI 53204"
Blooming Lotus Gourmet Bakery,(414) 212-8010,"2215 E North AveMilwaukee, WI 53202"
Northpoint Custard,(414) 727-4886,"2272 N Lincoln Memorial DrMilwaukee, WI 53202"
Cherry's Place,(414) 562-4050,"2401 N 12th StMilwaukee, WI 53206"
The Juice Kitchen,(414) 897-8635,"1617 W North AveMilwaukee, WI 53205"
Tandem,(414) 885-1919,"1848 W Fond Du Lac AveMilwaukee, WI 53205"
Club Timbuktu,(414) 265-7000,"520 E Center StMilwaukee, WI 53212"
Kern's Penthouse,(414) 263-1200,"1201 W Wright StMilwaukee, WI 53206"
Daddy's Soul Food & Grille,(303) 732-3397,"754 N 27th StMilwaukee, WI 53208"
Ed's,(414) 374-5290,"2678 N 5th StMilwaukee, WI 53212"
Foundation Tiki Bar,(414) 374-2587,"2718 N Bremen StMilwaukee, WI 53212"
Lakefront Palm Garden,(414) 273-8300,"2730 N Humboldt BlvdMilwaukee, WI 53212"
D & B Place Bar,(414) 265-7446,"1376 W Wright StMilwaukee, WI 53206"
Nessun Dorma,(414) 264-8466,"2778 N Weil StMilwaukee, WI 53212"
KJ FOOD MART (Greenfield Ave),(414) 988-2447,"2039 W Greenfield AveMilwaukee, WI 53204"
Linneman's River West Inn,(414) 263-9844,"1001 E Locust StMilwaukee, WI 53212"
Salvatores Banquet Hall,(414) 764-1919,"1919 S 12th StMilwaukee, WI 53204"
Klinger's East,(414) 263-2424,"920 E Locust StMilwaukee, WI 53212"
Mi Pueblo,(414) 731-6181,"1700 W Mitchell StMilwaukee, WI 53204"
Koz's Mini Bowl,(414) 383-0560,"2078 S 7th StMilwaukee, WI 53204"
Savoy's,(414) 264-4202,"2901 N 5th StMilwaukee, WI 53212"
Stone Creek Coffee,(414) 210-3686,"2650 N Downer AveMilwaukee, WI 53211"
Insomnia Cookies,(414) 312-5349,"2217 S Kinnickinnic AveMilwaukee, WI 53207"
Makk'n'cheese,(414) 837-3054,"2242 S Kinnickinnic AveMilwaukee, WI 53207"
Tater's Tavern,(414) 643-9674,"1984 S 16th StMilwaukee, WI 53204"
La Caleta,(414) 210-5410,"1801 S Muskego AveMilwaukee, WI 53204"
The Tonic Tavern,(414) 455-3205,"2335 S Kinnickinnic AveMilwaukee, WI 53207"
Lil Wil,(414) 265-5907,"3200 N Booth StMilwaukee, WI 53212"
Riverwest Tavern,(414) 265-8389,"900 E Auer AveMilwaukee, WI 53212"
Amaranth Bakery,(414) 934-0587,"3327 W Lisbon AveMilwaukee, WI 53208"
La Casa Del Chivolin,(414) 930-9433,"2423 S 6th StMilwaukee, WI 53215"
Franky's Newport Lounge,(414) 486-1768,"939 E Conway StMilwaukee, WI 53207"
La Flor De Trigo Bakery,(414) 383-6005,"1321 W Lincoln AveMilwaukee, WI 53215"
Puddler's Hall,(414) 747-9005,"2461 S Saint Clair StMilwaukee, WI 53207"
Club Garabaldi,(414) 483-6335,"2501 S Superior StMilwaukee, WI 53207"
Flamboyan,(414) 204-8314,"2131 S Muskego AveMilwaukee, WI 53215"
Raw Destine,(262) 955-0870,"531 E Keefe AveMilwaukee, WI 53212"
Sofritos Vega,(414) 323-4333,"2302 W Forest Home AveMilwaukee, WI 53215"
Toni's Moody Blues,(414) 747-9077,"2813 S Howell AveMilwaukee, WI 53207"
Taco Loco,(414) 643-1616,"3524 W Burnham StMilwaukee, WI 53215"
Brown's Place,(414) 481-9437,"2874 S 7th StMilwaukee, WI 53215"
Post Restaurant Lounge & Bnqt,(414) 483-0677,"2860 S Kinnickinnic AveMilwaukee, WI 53207"
Burke Candy,(414) 964-7327,"3840 N Fratney StMilwaukee, WI 53212"
Kneisler's White House,(414) 897-0495,"2900 S Kinnickinnic AveMilwaukee, WI 53207"
Milwaukee Pretzel Company,(414) 944-0549,"3950 N Holton StMilwaukee, WI 53212"
Miss Cupcake,(414) 810-3997,"3801 N Oakland AveMilwaukee, WI 53211"
J & D's Hideaway,(414) 643-5102,"1218 S 45th StMilwaukee, WI 53214"
McKiernan's Tavern,(414) 226-6761,"2066 S 37th StMilwaukee, WI 53215"
Peoples Lounge,(414) 445-5112,"3328 W Burleigh StMilwaukee, WI 53210"
Lee's Luxury Lounge,(414) 744-5960,"2988 S Kinnickinnic AveMilwaukee, WI 53207"
Palm Tavern,(414) 744-0393,"2989 S Kinnickinnic AveMilwaukee, WI 53207"
Parkway Pub,(414) 643-5991,"1675 S 44th StMilwaukee, WI 53214"
J & J's Tap,(414) 445-7514,"1731 W Atkinson AveMilwaukee, WI 53206"
Lincoln Station,(414) 672-5209,"3812 W Lincoln AveMilwaukee, WI 53215"
Wonderbar Bar,(414) 257-9112,"5520 W Vliet StMilwaukee, WI 53208"
Fritz's Pub,(414) 643-6995,"3086 S 20th StMilwaukee, WI 53215"
Steve's On Bluemound,(414) 257-3210,"5841 W Bluemound RdMilwaukee, WI 53213"
Monreal's Encore,(414) 257-0234,"101 S Dana CtMilwaukee, WI 53214"
Charles E. Fromage,(414) 305-1458,"5811 W Vliet StMilwaukee, WI 53208"
Paloma Taco & Tequila,(414) 810-0404,"5419 W North AveMilwaukee, WI 53208"
Highland Lanes,(414) 774-2166,"5830 W Vliet StMilwaukee, WI 53208"
Bud's Bar & Grille,(414) 488-9005,"4532 W Burleigh StMilwaukee, WI 53210"
Wally's Pub,(414) 444-2565,"5525 W Lisbon AveMilwaukee, WI 53210"
Colectivo Coffee,(414) 312-8295,"4500 N Oakland AveMilwaukee, WI 53211"
Taste,(414) 885-1107,"3945 N 35th StMilwaukee, WI 53216"
Indulgence Chocolatiers,(414) 332-2749,"4525 N Oakland AveMilwaukee, WI 53211"
Gold Coast Subs,(414) 321-1688,"5901 W Burnham StMilwaukee, WI 53219"
La Tarte,(414) 456-0995,"6742 W Wells StMilwaukee, WI 53213"
Kaz's Pub,(414) 481-4150,"3701 S Iowa AveMilwaukee, WI 53235"
Ultimate Confections,(414) 778-0636,"820 N 68th StMilwaukee, WI 53213"
Cafe Blue,(414) 514-0071,"6428 W North AveMilwaukee, WI 53213"
The Wicked Urban Grill,(414) 236-8449,"6500 W Greenfield AveMilwaukee, WI 53214"
Hue Restaurant,(414) 585-0577,"6519 W North AveMilwaukee, WI 53213"
Indulgence Chocolatier,(414) 323-4200,"6538 W North AveMilwaukee, WI 53213"
M & J Cap-Tap,(414) 444-2700,"4221 W Capitol DrMilwaukee, WI 53216"
Caspar's Lounge,(414) 372-1300,"4561 N 23rd StMilwaukee, WI 53209"
Cornby's Corporate Offices,(414) 727-2290,"2060 S 61st StMilwaukee, WI 53219"
"Wine & Dessert Bar, Elation",(414) 585-9293,"4706 W Fond Du Lac AveMilwaukee, WI 53216"
Mortimer's Pub,(414) 475-6664,"7023 W Adler StMilwaukee, WI 53214"
Jersey's Pub,(414) 483-9500,"4024 S Howell AveMilwaukee, WI 53207"
Hanke's,(414) 541-6307,"6101 W Lincoln AveMilwaukee, WI 53219"
Irie Zulu,(414) 509-6014,"7237 W North AveMilwaukee, WI 53213"
